Time,AirTemp,Rainfall,TrackTemp,WindSpeed,rID
2337.844,28.4,False,44.5,1.0,1117
4617.874,28.9,False,42.7,1.2,1117
6898.244,29.8,False,46.6,1.3,1117
9178.428,30.1,False,47.6,1.5,1117
14.052,21.0,False,42.1,0.5,1118
2054.162,21.0,False,41.6,0.9,1118
4094.309,21.4,False,42.6,0.6,1118
6134.461,21.6,False,44.1,1.4,1118
8174.544,21.4,False,42.9,1.5,1118
40.176,18.7,False,31.6,4.8,1119
2320.343,18.5,False,29.3,4.5,1119
4600.456,19.0,False,30.2,4.2,1119
6880.735,19.4,False,31.8,4.6,1119
9160.913,19.3,False,30.7,5.9,1119
26.141,33.2,False,52.1,0.7,1120
2006.362,33.6,False,53.8,1.4,1120
3986.407,33.3,False,49.5,1.0,1120
5966.535,32.4,False,45.9,1.3,1120
7946.67,32.2,False,43.5,1.9,1120
26.104,26.5,False,47.2,1.4,1121
2306.18,28.1,False,46.4,1.4,1121
4586.256,26.8,False,44.7,1.1,1121
6866.487,26.5,False,42.4,1.0,1121
50.446,31.0,False,37.6,0.6,1122
2450.67,30.7,False,37.2,0.5,1122
4850.976,31.2,False,36.4,1.1,1122
7251.347,30.8,False,35.5,1.3,1122
46.535,26.8,False,44.7,1.1,1123
2326.561,27.1,False,45.7,1.2,1123
4606.683,28.2,False,47.0,1.8,1123
6886.868,28.7,False,47.5,1.5,1123
9166.948,29.2,False,45.9,1.0,1123
49.65,18.1,False,33.1,2.3,1124
2389.827,19.8,False,39.6,2.3,1124
4730.042,20.1,False,35.6,1.8,1124
7070.136,20.5,False,37.5,2.3,1124
9410.168,19.8,False,30.6,2.3,1124
22.903,22.2,True,27.3,0.4,1125
3023.073,23.2,False,28.4,1.1,1125
6023.227,22.0,True,24.9,0.4,1125
9023.486,20.6,True,24.7,0.4,1125
12023.566,20.5,False,24.1,0.4,1125
21.079,18.6,False,18.2,2.4,1126
2121.225,18.3,False,18.6,2.0,1126
4221.324,17.9,False,17.6,3.1,1126
6321.536,17.5,False,17.1,4.2,1126
8421.815,17.1,False,16.7,2.4,1126
56.067,19.7,False,23.8,2.3,1127
2276.116,19.3,False,23.3,2.7,1127
4496.269,19.0,False,22.7,1.4,1127
6716.296,18.4,False,22.1,1.5,1127
8936.443,18.3,False,21.9,1.5,1127
56.823,27.8,False,37.2,1.0,1128
2277.035,27.2,False,30.8,2.2,1128
4497.188,26.8,False,31.6,1.7,1128
6717.344,26.3,False,30.3,2.0,1128
