dID,cID,rID,startPos,finishPos
180,59,158,4,4
184,7,158,5,5
103,60,158,9,6
173,7,158,6,7
156,38,158,0,8
176,60,158,8,9
187,11,158,13,10
157,11,158,10,11
183,61,158,12,12
140,61,158,15,13
181,57,158,7,14
131,57,158,16,15
191,18,158,0,16
188,18,158,11,17
193,56,158,17,18
194,59,158,14,19
192,56,158,18,20
157,11,159,2,1
187,11,159,3,2
161,50,159,19,3
184,7,159,5,4
156,38,159,8,5
173,7,159,6,6
183,61,159,9,7
103,60,159,10,8
188,18,159,14,9
176,60,159,12,10
191,18,159,13,11
140,61,159,11,12
181,57,159,7,13
131,57,159,17,14
193,56,159,18,15
192,56,159,16,16
136,50,159,4,17
174,38,159,1,18
180,59,159,0,19
194,59,159,0,20
136,50,160,4,1
174,38,160,20,2
173,7,160,2,3
157,11,160,5,4
161,50,160,16,5
103,60,160,6,6
187,11,160,1,7
107,57,160,13,8
156,38,160,8,9
188,18,160,3,10
183,61,160,7,11
140,61,160,10,12
180,59,160,11,13
176,60,160,9,14
184,7,160,19,15
181,57,160,17,16
194,59,160,12,17
192,56,160,15,18
191,18,160,18,19
193,56,160,14,20
161,50,161,1,1
174,38,161,2,2
156,38,161,6,3
184,7,161,3,4
136,50,161,11,5
180,59,161,4,6
187,11,161,7,7
173,7,161,19,8
183,61,161,8,9
176,60,161,12,10
181,57,161,16,11
107,57,161,17,12
157,11,161,20,13
194,59,161,9,14
188,18,161,13,15
103,60,161,5,16
191,18,161,15,17
140,61,161,10,18
193,56,161,14,19
192,56,161,18,20
136,50,162,2,1
174,38,162,1,2
161,50,162,3,3
187,11,162,7,4
156,38,162,0,5
184,7,162,4,6
157,11,162,6,7
173,7,162,8,8
194,59,162,13,9
183,61,162,10,10
107,57,162,14,11
181,57,162,12,12
176,60,162,16,13
188,18,162,15,14
140,61,162,20,15
193,56,162,18,16
180,59,162,5,17
191,18,162,17,18
103,60,162,9,19
192,56,162,19,20
174,38,163,3,1
136,50,163,1,2
187,11,163,7,3
184,7,163,4,4
173,7,163,11,5
157,11,163,6,6
180,59,163,5,7
183,61,163,10,8
176,60,163,9,9
103,60,163,15,10
156,38,163,2,11
194,59,163,20,12
107,57,163,16,13
181,57,163,17,14
140,61,163,0,15
193,56,163,18,16
192,56,163,19,17
161,50,163,8,18
188,18,163,12,19
191,18,163,14,20
136,50,164,2,1
174,38,164,3,2
161,50,164,1,3
156,38,164,4,4
187,11,164,7,5
184,7,164,8,6
176,60,164,6,7
103,60,164,13,8
157,11,164,16,9
180,59,164,9,10
173,7,164,5,11
181,57,164,12,12
140,61,164,10,13
183,61,164,17,14
194,59,164,14,15
188,18,164,11,16
193,56,164,19,17
191,18,164,18,18
192,56,164,20,19
107,57,164,15,20
136,50,165,1,1
174,38,165,2,2
161,50,165,3,3
184,7,165,4,4
156,38,165,8,5
157,11,165,7,6
173,7,165,6,7
187,11,165,9,8
176,60,165,5,9
180,59,165,12,10
183,61,165,11,11
107,57,165,17,12
140,61,165,13,13
188,18,165,15,14
181,57,165,14,15
191,18,165,19,16
103,60,165,10,17
193,56,165,18,18
192,56,165,20,19
194,59,165,16,20
174,38,166,2,1
173,7,166,4,2
187,11,166,5,3
156,38,166,9,4
140,61,166,8,5
180,59,166,6,6
136,50,166,7,7
183,61,166,13,8
176,60,166,11,9
181,57,166,10,10
107,57,166,14,11
157,11,166,12,12
103,60,166,17,13
188,18,166,15,14
191,18,166,18,15
194,59,166,16,16
192,56,166,19,17
193,56,166,20,18
161,50,166,3,19
184,7,166,1,20
156,38,167,6,1
140,61,167,11,2
180,59,167,4,3
184,7,167,1,4
187,11,167,9,5
103,60,167,8,6
194,59,167,7,7
173,7,167,5,8
157,11,167,13,9
107,57,167,14,10
181,57,167,20,11
161,50,167,10,12
193,56,167,17,13
192,56,167,18,14
136,50,167,2,15
191,18,167,16,16
188,18,167,15,17
174,38,167,3,18
183,61,167,19,19
176,60,167,12,20
174,38,168,1,1
136,50,168,2,2
156,38,168,4,3
161,50,168,3,4
187,11,168,8,5
157,11,168,10,6
180,59,168,6,7
103,60,168,9,8
140,61,168,12,9
183,61,168,19,10
173,7,168,5,11
188,18,168,14,12
194,59,168,0,13
176,60,168,11,14
181,57,168,13,15
184,7,168,7,16
107,57,168,17,17
191,18,168,16,18
193,56,168,15,19
192,56,168,18,20
174,38,169,1,1
136,50,169,2,2
161,50,169,5,3
156,38,169,4,4
187,11,169,3,5
173,7,169,12,6
184,7,169,7,7
183,61,169,9,8
103,60,169,8,9
194,59,169,11,10
107,57,169,18,11
140,61,169,14,12
157,11,169,13,13
176,60,169,17,14
181,57,169,15,15
193,56,169,19,16
191,18,169,16,17
192,56,169,20,18
188,18,169,10,19
180,59,169,6,20
174,38,170,1,1
161,50,170,5,2
187,11,170,2,3
136,50,170,4,4
173,7,170,10,5
156,38,170,3,6
157,11,170,13,7
184,7,170,12,8
180,59,170,6,9
103,60,170,14,10
188,18,170,8,11
194,59,170,7,12
183,61,170,9,13
181,57,170,15,14
107,57,170,16,15
191,18,170,18,16
140,61,170,11,17
193,56,170,19,18
192,56,170,20,19
176,60,170,17,20
136,50,171,2,1
184,7,171,4,2
161,50,171,3,3
187,11,171,5,4
157,11,171,6,5
173,7,171,10,6
103,60,171,7,7
183,61,171,14,8
176,60,171,9,9
194,59,171,16,10
180,59,171,11,11
188,18,171,12,12
181,57,171,15,13
191,18,171,17,14
107,57,171,13,15
156,38,171,0,16
192,56,171,19,17
193,56,171,18,18
140,61,171,8,19
174,38,171,1,20
176,60,172,8,1
136,50,172,1,2
173,7,172,15,3
103,60,172,9,4
180,59,172,5,5
194,59,172,16,6
191,18,172,18,7
188,18,172,17,8
174,38,172,3,9
107,57,172,13,10
157,11,172,11,11
193,56,172,20,12
181,57,172,0,13
192,56,172,19,14
187,11,172,6,15
161,50,172,2,16
156,38,172,4,17
184,7,172,7,18
183,61,172,12,19
140,61,172,10,20
174,38,173,1,1
188,18,173,2,2
136,50,173,3,3
157,11,173,4,4
140,61,173,5,5
180,59,173,6,6
176,60,173,8,7
184,7,173,9,8
191,18,173,10,9
173,7,173,11,10
103,60,173,12,11
161,50,173,13,12
181,57,173,14,13
187,11,173,15,14
194,59,173,16,15
193,56,173,17,16
192,56,173,18,17
107,57,173,0,18
156,38,173,0,19
183,61,173,19,20
174,38,174,1,1
136,50,174,2,2
161,50,174,3,3
180,59,174,4,4
184,7,174,5,5
103,60,174,9,6
173,7,174,6,7
156,38,174,0,8
176,60,174,8,9
187,11,174,13,10
157,11,174,10,11
183,61,174,12,12
140,61,174,15,13
181,57,174,7,14
131,57,174,16,15
191,18,174,0,16
188,18,174,11,17
193,56,174,17,18
194,59,174,14,19
192,56,174,18,20
157,11,175,2,1
187,11,175,3,2
161,50,175,19,3
184,7,175,5,4
156,38,175,8,5
173,7,175,6,6
183,61,175,9,7
103,60,175,10,8
188,18,175,14,9
176,60,175,12,10
191,18,175,13,11
140,61,175,11,12
181,57,175,7,13
131,57,175,17,14
193,56,175,18,15
192,56,175,16,16
136,50,175,4,17
174,38,175,1,18
180,59,175,0,19
194,59,175,0,20
136,50,176,4,1
174,38,176,20,2
173,7,176,2,3
157,11,176,5,4
161,50,176,16,5
103,60,176,6,6
187,11,176,1,7
107,57,176,13,8
156,38,176,8,9
188,18,176,3,10
183,61,176,7,11
140,61,176,10,12
180,59,176,11,13
176,60,176,9,14
184,7,176,19,15
181,57,176,17,16
194,59,176,12,17
192,56,176,15,18
191,18,176,18,19
193,56,176,14,20
161,50,177,1,1
174,38,177,2,2
156,38,177,6,3
184,7,177,3,4
136,50,177,11,5
180,59,177,4,6
187,11,177,7,7
173,7,177,19,8
183,61,177,8,9
176,60,177,12,10
181,57,177,16,11
107,57,177,17,12
157,11,177,20,13
194,59,177,9,14
188,18,177,13,15
103,60,177,5,16
191,18,177,15,17
140,61,177,10,18
193,56,177,14,19
192,56,177,18,20
136,50,178,2,1
174,38,178,1,2
161,50,178,3,3
187,11,178,7,4
156,38,178,0,5
184,7,178,4,6
157,11,178,6,7
173,7,178,8,8
194,59,178,13,9
183,61,178,10,10
107,57,178,14,11
181,57,178,12,12
176,60,178,16,13
188,18,178,15,14
140,61,178,20,15
193,56,178,18,16
180,59,178,5,17
191,18,178,17,18
103,60,178,9,19
192,56,178,19,20
174,38,179,3,1
136,50,179,1,2
187,11,179,7,3
184,7,179,4,4
173,7,179,11,5
157,11,179,6,6
180,59,179,5,7
183,61,179,10,8
176,60,179,9,9
103,60,179,15,10
156,38,179,2,11
194,59,179,20,12
107,57,179,16,13
181,57,179,17,14
140,61,179,0,15
193,56,179,18,16
192,56,179,19,17
161,50,179,8,18
188,18,179,12,19
191,18,179,14,20
136,50,180,2,1
174,38,180,3,2
161,50,180,1,3
156,38,180,4,4
187,11,180,7,5
184,7,180,8,6
176,60,180,6,7
103,60,180,13,8
157,11,180,16,9
180,59,180,9,10
173,7,180,5,11
181,57,180,12,12
140,61,180,10,13
183,61,180,17,14
194,59,180,14,15
188,18,180,11,16
193,56,180,19,17
191,18,180,18,18
192,56,180,20,19
107,57,180,15,20
136,50,181,1,1
174,38,181,2,2
161,50,181,3,3
184,7,181,4,4
156,38,181,8,5
157,11,181,7,6
173,7,181,6,7
187,11,181,9,8
176,60,181,5,9
180,59,181,12,10
183,61,181,11,11
107,57,181,17,12
140,61,181,13,13
188,18,181,15,14
181,57,181,14,15
191,18,181,19,16
103,60,181,10,17
193,56,181,18,18
192,56,181,20,19
194,59,181,16,20
174,38,182,2,1
173,7,182,4,2
187,11,182,5,3
156,38,182,9,4
140,61,182,8,5
180,59,182,6,6
136,50,182,7,7
183,61,182,13,8
176,60,182,11,9
181,57,182,10,10
107,57,182,14,11
157,11,182,12,12
103,60,182,17,13
188,18,182,15,14
191,18,182,18,15
194,59,182,16,16
192,56,182,19,17
193,56,182,20,18
161,50,182,3,19
184,7,182,1,20
156,38,183,6,1
140,61,183,11,2
180,59,183,4,3
184,7,183,1,4
187,11,183,9,5
103,60,183,8,6
194,59,183,7,7
173,7,183,5,8
157,11,183,13,9
107,57,183,14,10
181,57,183,20,11
161,50,183,10,12
193,56,183,17,13
192,56,183,18,14
136,50,183,2,15
191,18,183,16,16
188,18,183,15,17
174,38,183,3,18
183,61,183,19,19
176,60,183,12,20
174,38,184,1,1
136,50,184,2,2
156,38,184,4,3
161,50,184,3,4
187,11,184,8,5
157,11,184,10,6
180,59,184,6,7
103,60,184,9,8
140,61,184,12,9
183,61,184,19,10
173,7,184,5,11
188,18,184,14,12
194,59,184,0,13
176,60,184,11,14
181,57,184,13,15
184,7,184,7,16
107,57,184,17,17
191,18,184,16,18
193,56,184,15,19
192,56,184,18,20
174,38,185,1,1
136,50,185,2,2
161,50,185,5,3
156,38,185,4,4
187,11,185,3,5
173,7,185,12,6
184,7,185,7,7
183,61,185,9,8
103,60,185,8,9
194,59,185,11,10
107,57,185,18,11
140,61,185,14,12
157,11,185,13,13
176,60,185,17,14
181,57,185,15,15
193,56,185,19,16
191,18,185,16,17
192,56,185,20,18
188,18,185,10,19
180,59,185,6,20
174,38,186,1,1
161,50,186,5,2
187,11,186,2,3
136,50,186,4,4
173,7,186,10,5
156,38,186,3,6
157,11,186,13,7
184,7,186,12,8
180,59,186,6,9
103,60,186,14,10
188,18,186,8,11
194,59,186,7,12
183,61,186,9,13
181,57,186,15,14
107,57,186,16,15
191,18,186,18,16
140,61,186,11,17
193,56,186,19,18
192,56,186,20,19
176,60,186,17,20
136,50,187,2,1
184,7,187,4,2
161,50,187,3,3
187,11,187,5,4
157,11,187,6,5
173,7,187,10,6
103,60,187,7,7
183,61,187,14,8
176,60,187,9,9
194,59,187,16,10
180,59,187,11,11
188,18,187,12,12
181,57,187,15,13
191,18,187,17,14
107,57,187,13,15
156,38,187,0,16
192,56,187,19,17
193,56,187,18,18
140,61,187,8,19
174,38,187,1,20
176,60,188,8,1
136,50,188,1,2
173,7,188,15,3
103,60,188,9,4
180,59,188,5,5
194,59,188,16,6
191,18,188,18,7
188,18,188,17,8
174,38,188,3,9
107,57,188,13,10
157,11,188,11,11
193,56,188,20,12
181,57,188,0,13
192,56,188,19,14
187,11,188,6,15
161,50,188,2,16
156,38,188,4,17
184,7,188,7,18
183,61,188,12,19
140,61,188,10,20
174,38,189,1,1
188,18,189,2,2
136,50,189,3,3
157,11,189,4,4
140,61,189,5,5
180,59,189,6,6
176,60,189,8,7
184,7,189,9,8
191,18,189,10,9
173,7,189,11,10
103,60,189,12,11
161,50,189,13,12
181,57,189,14,13
187,11,189,15,14
194,59,189,16,15
193,56,189,17,16
192,56,189,18,17
107,57,189,0,18
156,38,189,0,19
183,61,189,19,20
174,38,190,1,1
136,50,190,2,2
161,50,190,3,3
180,59,190,4,4
184,7,190,5,5
103,60,190,9,6
173,7,190,6,7
156,38,190,0,8
176,60,190,8,9
187,11,190,13,10
157,11,190,10,11
183,61,190,12,12
140,61,190,15,13
181,57,190,7,14
131,57,190,16,15
191,18,190,0,16
188,18,190,11,17
193,56,190,17,18
194,59,190,14,19
192,56,190,18,20
157,11,191,2,1
187,11,191,3,2
161,50,191,19,3
184,7,191,5,4
156,38,191,8,5
173,7,191,6,6
183,61,191,9,7
103,60,191,10,8
188,18,191,14,9
176,60,191,12,10
191,18,191,13,11
140,61,191,11,12
181,57,191,7,13
131,57,191,17,14
193,56,191,18,15
192,56,191,16,16
136,50,191,4,17
174,38,191,1,18
180,59,191,0,19
194,59,191,0,20
136,50,192,4,1
174,38,192,20,2
173,7,192,2,3
157,11,192,5,4
161,50,192,16,5
103,60,192,6,6
187,11,192,1,7
107,57,192,13,8
156,38,192,8,9
188,18,192,3,10
183,61,192,7,11
140,61,192,10,12
180,59,192,11,13
176,60,192,9,14
184,7,192,19,15
181,57,192,17,16
194,59,192,12,17
192,56,192,15,18
191,18,192,18,19
193,56,192,14,20
161,50,193,1,1
174,38,193,2,2
156,38,193,6,3
184,7,193,3,4
136,50,193,11,5
180,59,193,4,6
187,11,193,7,7
173,7,193,19,8
183,61,193,8,9
176,60,193,12,10
181,57,193,16,11
107,57,193,17,12
157,11,193,20,13
194,59,193,9,14
188,18,193,13,15
103,60,193,5,16
191,18,193,15,17
140,61,193,10,18
193,56,193,14,19
192,56,193,18,20
174,38,194,1,1
136,50,194,2,2
156,38,194,3,3
184,7,194,4,4
157,11,194,6,5
161,50,194,9,6
173,7,194,5,7
187,11,194,7,8
194,59,194,10,9
140,61,194,18,10
181,57,194,12,11
183,61,194,13,12
107,57,194,15,13
188,18,194,20,14
191,18,194,14,15
193,56,194,16,16
192,56,194,17,17
103,60,194,19,18
176,60,194,11,19
180,59,194,8,20
136,50,195,2,1
174,38,195,1,2
161,50,195,3,3
187,11,195,7,4
156,38,195,0,5
184,7,195,4,6
157,11,195,6,7
173,7,195,8,8
194,59,195,13,9
183,61,195,10,10
107,57,195,14,11
181,57,195,12,12
176,60,195,16,13
188,18,195,15,14
140,61,195,20,15
193,56,195,18,16
180,59,195,5,17
191,18,195,17,18
103,60,195,9,19
192,56,195,19,20
174,38,196,3,1
136,50,196,1,2
187,11,196,7,3
184,7,196,4,4
173,7,196,11,5
157,11,196,6,6
180,59,196,5,7
183,61,196,10,8
176,60,196,9,9
103,60,196,15,10
156,38,196,2,11
194,59,196,20,12
107,57,196,16,13
181,57,196,17,14
140,61,196,0,15
193,56,196,18,16
192,56,196,19,17
161,50,196,8,18
188,18,196,12,19
191,18,196,14,20
136,50,197,2,1
174,38,197,3,2
161,50,197,1,3
156,38,197,4,4
187,11,197,7,5
184,7,197,8,6
176,60,197,6,7
103,60,197,13,8
157,11,197,16,9
180,59,197,9,10
173,7,197,5,11
181,57,197,12,12
140,61,197,10,13
183,61,197,17,14
194,59,197,14,15
188,18,197,11,16
193,56,197,19,17
191,18,197,18,18
192,56,197,20,19
107,57,197,15,20
136,50,198,1,1
174,38,198,2,2
161,50,198,3,3
184,7,198,4,4
156,38,198,8,5
157,11,198,7,6
173,7,198,6,7
187,11,198,9,8
176,60,198,5,9
180,59,198,12,10
183,61,198,11,11
107,57,198,17,12
140,61,198,13,13
188,18,198,15,14
181,57,198,14,15
191,18,198,19,16
103,60,198,10,17
193,56,198,18,18
192,56,198,20,19
194,59,198,16,20
174,38,199,2,1
173,7,199,4,2
187,11,199,5,3
156,38,199,9,4
140,61,199,8,5
180,59,199,6,6
136,50,199,7,7
183,61,199,13,8
176,60,199,11,9
181,57,199,10,10
107,57,199,14,11
157,11,199,12,12
103,60,199,17,13
188,18,199,15,14
191,18,199,18,15
194,59,199,16,16
192,56,199,19,17
193,56,199,20,18
161,50,199,3,19
184,7,199,1,20
156,38,200,6,1
140,61,200,11,2
180,59,200,4,3
184,7,200,1,4
187,11,200,9,5
103,60,200,8,6
194,59,200,7,7
173,7,200,5,8
157,11,200,13,9
107,57,200,14,10
181,57,200,20,11
161,50,200,10,12
193,56,200,17,13
192,56,200,18,14
136,50,200,2,15
191,18,200,16,16
188,18,200,15,17
174,38,200,3,18
183,61,200,19,19
176,60,200,12,20
174,38,201,1,1
136,50,201,2,2
156,38,201,4,3
161,50,201,3,4
187,11,201,8,5
157,11,201,10,6
180,59,201,6,7
103,60,201,9,8
140,61,201,12,9
183,61,201,19,10
173,7,201,5,11
188,18,201,14,12
194,59,201,0,13
176,60,201,11,14
181,57,201,13,15
184,7,201,7,16
107,57,201,17,17
191,18,201,16,18
193,56,201,15,19
192,56,201,18,20
174,38,202,1,1
136,50,202,2,2
161,50,202,5,3
156,38,202,4,4
187,11,202,3,5
173,7,202,12,6
184,7,202,7,7
183,61,202,9,8
103,60,202,8,9
194,59,202,11,10
107,57,202,18,11
140,61,202,14,12
157,11,202,13,13
176,60,202,17,14
181,57,202,15,15
193,56,202,19,16
191,18,202,16,17
192,56,202,20,18
188,18,202,10,19
180,59,202,6,20
174,38,203,1,1
161,50,203,5,2
187,11,203,2,3
136,50,203,4,4
173,7,203,10,5
156,38,203,3,6
157,11,203,13,7
184,7,203,12,8
180,59,203,6,9
103,60,203,14,10
188,18,203,8,11
194,59,203,7,12
183,61,203,9,13
181,57,203,15,14
107,57,203,16,15
191,18,203,18,16
140,61,203,11,17
193,56,203,19,18
192,56,203,20,19
176,60,203,17,20
136,50,204,2,1
184,7,204,4,2
161,50,204,3,3
187,11,204,5,4
157,11,204,6,5
173,7,204,10,6
103,60,204,7,7
183,61,204,14,8
176,60,204,9,9
194,59,204,16,10
180,59,204,11,11
188,18,204,12,12
181,57,204,15,13
191,18,204,17,14
107,57,204,13,15
156,38,204,0,16
192,56,204,19,17
193,56,204,18,18
140,61,204,8,19
174,38,204,1,20
176,60,205,8,1
136,50,205,1,2
173,7,205,15,3
103,60,205,9,4
180,59,205,5,5
194,59,205,16,6
191,18,205,18,7
188,18,205,17,8
174,38,205,3,9
107,57,205,13,10
157,11,205,11,11
193,56,205,20,12
181,57,205,0,13
192,56,205,19,14
187,11,205,6,15
161,50,205,2,16
156,38,205,4,17
184,7,205,7,18
183,61,205,12,19
140,61,205,10,20
174,38,206,1,1
188,18,206,2,2
136,50,206,3,3
157,11,206,4,4
140,61,206,5,5
180,59,206,6,6
176,60,206,8,7
184,7,206,9,8
191,18,206,10,9
173,7,206,11,10
103,60,206,12,11
161,50,206,13,12
181,57,206,14,13
187,11,206,15,14
194,59,206,16,15
193,56,206,17,16
192,56,206,18,17
107,57,206,0,18
156,38,206,0,19
183,61,206,19,20
174,38,207,1,1
136,50,207,2,2
161,50,207,3,3
180,59,207,4,4
184,7,207,5,5
103,60,207,9,6
173,7,207,6,7
156,38,207,0,8
176,60,207,8,9
187,11,207,13,10
157,11,207,10,11
183,61,207,12,12
140,61,207,15,13
181,57,207,7,14
131,57,207,16,15
191,18,207,0,16
188,18,207,11,17
193,56,207,17,18
194,59,207,14,19
192,56,207,18,20
157,11,208,2,1
187,11,208,3,2
161,50,208,19,3
184,7,208,5,4
156,38,208,8,5
173,7,208,6,6
183,61,208,9,7
103,60,208,10,8
188,18,208,14,9
176,60,208,12,10
191,18,208,13,11
140,61,208,11,12
181,57,208,7,13
131,57,208,17,14
193,56,208,18,15
192,56,208,16,16
136,50,208,4,17
174,38,208,1,18
180,59,208,0,19
194,59,208,0,20
136,50,209,4,1
174,38,209,20,2
173,7,209,2,3
157,11,209,5,4
161,50,209,16,5
103,60,209,6,6
187,11,209,1,7
107,57,209,13,8
156,38,209,8,9
188,18,209,3,10
183,61,209,7,11
140,61,209,10,12
180,59,209,11,13
176,60,209,9,14
184,7,209,19,15
181,57,209,17,16
194,59,209,12,17
192,56,209,15,18
191,18,209,18,19
193,56,209,14,20
161,50,210,1,1
174,38,210,2,2
156,38,210,6,3
184,7,210,3,4
136,50,210,11,5
180,59,210,4,6
187,11,210,7,7
173,7,210,19,8
183,61,210,8,9
176,60,210,12,10
181,57,210,16,11
107,57,210,17,12
157,11,210,20,13
194,59,210,9,14
188,18,210,13,15
103,60,210,5,16
191,18,210,15,17
140,61,210,10,18
193,56,210,14,19
192,56,210,18,20
174,38,211,1,1
136,50,211,2,2
156,38,211,3,3
184,7,211,4,4
157,11,211,6,5
161,50,211,9,6
173,7,211,5,7
187,11,211,7,8
194,59,211,10,9
140,61,211,18,10
181,57,211,12,11
183,61,211,13,12
107,57,211,15,13
188,18,211,20,14
191,18,211,14,15
193,56,211,16,16
192,56,211,17,17
103,60,211,19,18
176,60,211,11,19
180,59,211,8,20
136,50,212,2,1
174,38,212,1,2
161,50,212,3,3
187,11,212,7,4
156,38,212,0,5
184,7,212,4,6
157,11,212,6,7
173,7,212,8,8
194,59,212,13,9
183,61,212,10,10
107,57,212,14,11
181,57,212,12,12
176,60,212,16,13
188,18,212,15,14
140,61,212,20,15
193,56,212,18,16
180,59,212,5,17
191,18,212,17,18
103,60,212,9,19
192,56,212,19,20
174,38,213,3,1
136,50,213,1,2
187,11,213,7,3
184,7,213,4,4
173,7,213,11,5
157,11,213,6,6
180,59,213,5,7
183,61,213,10,8
176,60,213,9,9
103,60,213,15,10
156,38,213,2,11
194,59,213,20,12
107,57,213,16,13
181,57,213,17,14
140,61,213,0,15
193,56,213,18,16
192,56,213,19,17
161,50,213,8,18
188,18,213,12,19
191,18,213,14,20
136,50,214,2,1
174,38,214,3,2
161,50,214,1,3
156,38,214,4,4
187,11,214,7,5
184,7,214,8,6
176,60,214,6,7
103,60,214,13,8
157,11,214,16,9
180,59,214,9,10
173,7,214,5,11
181,57,214,12,12
140,61,214,10,13
183,61,214,17,14
194,59,214,14,15
188,18,214,11,16
193,56,214,19,17
191,18,214,18,18
192,56,214,20,19
107,57,214,15,20
136,50,215,1,1
174,38,215,2,2
161,50,215,3,3
184,7,215,4,4
156,38,215,8,5
157,11,215,7,6
173,7,215,6,7
187,11,215,9,8
176,60,215,5,9
180,59,215,12,10
183,61,215,11,11
107,57,215,17,12
140,61,215,13,13
188,18,215,15,14
181,57,215,14,15
191,18,215,19,16
103,60,215,10,17
193,56,215,18,18
192,56,215,20,19
194,59,215,16,20
174,38,216,2,1
173,7,216,4,2
187,11,216,5,3
156,38,216,9,4
140,61,216,8,5
180,59,216,6,6
136,50,216,7,7
183,61,216,13,8
176,60,216,11,9
181,57,216,10,10
107,57,216,14,11
157,11,216,12,12
103,60,216,17,13
188,18,216,15,14
191,18,216,18,15
194,59,216,16,16
192,56,216,19,17
193,56,216,20,18
161,50,216,3,19
184,7,216,1,20
156,38,217,6,1
140,61,217,11,2
180,59,217,4,3
184,7,217,1,4
187,11,217,9,5
103,60,217,8,6
194,59,217,7,7
173,7,217,5,8
157,11,217,13,9
107,57,217,14,10
181,57,217,20,11
161,50,217,10,12
193,56,217,17,13
192,56,217,18,14
136,50,217,2,15
191,18,217,16,16
188,18,217,15,17
174,38,217,3,18
183,61,217,19,19
176,60,217,12,20
174,38,218,1,1
136,50,218,2,2
156,38,218,4,3
161,50,218,3,4
187,11,218,8,5
157,11,218,10,6
180,59,218,6,7
103,60,218,9,8
140,61,218,12,9
183,61,218,19,10
173,7,218,5,11
188,18,218,14,12
194,59,218,0,13
176,60,218,11,14
181,57,218,13,15
184,7,218,7,16
107,57,218,17,17
191,18,218,16,18
193,56,218,15,19
192,56,218,18,20
174,38,219,1,1
136,50,219,2,2
161,50,219,5,3
156,38,219,4,4
187,11,219,3,5
173,7,219,12,6
184,7,219,7,7
183,61,219,9,8
103,60,219,8,9
194,59,219,11,10
107,57,219,18,11
140,61,219,14,12
157,11,219,13,13
176,60,219,17,14
181,57,219,15,15
193,56,219,19,16
191,18,219,16,17
192,56,219,20,18
188,18,219,10,19
180,59,219,6,20
174,38,220,1,1
161,50,220,5,2
187,11,220,2,3
136,50,220,4,4
173,7,220,10,5
156,38,220,3,6
157,11,220,13,7
184,7,220,12,8
180,59,220,6,9
103,60,220,14,10
188,18,220,8,11
194,59,220,7,12
183,61,220,9,13
181,57,220,15,14
107,57,220,16,15
191,18,220,18,16
140,61,220,11,17
193,56,220,19,18
192,56,220,20,19
176,60,220,17,20
136,50,221,2,1
184,7,221,4,2
161,50,221,3,3
187,11,221,5,4
157,11,221,6,5
173,7,221,10,6
103,60,221,7,7
183,61,221,14,8
176,60,221,9,9
194,59,221,16,10
180,59,221,11,11
188,18,221,12,12
181,57,221,15,13
191,18,221,17,14
107,57,221,13,15
156,38,221,0,16
192,56,221,19,17
193,56,221,18,18
140,61,221,8,19
174,38,221,1,20
176,60,222,8,1
136,50,222,1,2
173,7,222,15,3
103,60,222,9,4
180,59,222,5,5
194,59,222,16,6
191,18,222,18,7
188,18,222,17,8
174,38,222,3,9
107,57,222,13,10
157,11,222,11,11
193,56,222,20,12
181,57,222,0,13
192,56,222,19,14
187,11,222,6,15
161,50,222,2,16
156,38,222,4,17
184,7,222,7,18
183,61,222,12,19
140,61,222,10,20
174,38,223,1,1
188,18,223,2,2
136,50,223,3,3
157,11,223,4,4
140,61,223,5,5
180,59,223,6,6
176,60,223,8,7
184,7,223,9,8
191,18,223,10,9
173,7,223,11,10
103,60,223,12,11
161,50,223,13,12
181,57,223,14,13
187,11,223,15,14
194,59,223,16,15
193,56,223,17,16
192,56,223,18,17
107,57,223,0,18
156,38,223,0,19
183,61,223,19,20
174,38,224,1,1
136,50,224,2,2
161,50,224,3,3
180,59,224,4,4
184,7,224,5,5
103,60,224,9,6
173,7,224,6,7
156,38,224,0,8
176,60,224,8,9
187,11,224,13,10
157,11,224,10,11
183,61,224,12,12
140,61,224,15,13
181,57,224,7,14
131,57,224,16,15
191,18,224,0,16
188,18,224,11,17
193,56,224,17,18
194,59,224,14,19
192,56,224,18,20
157,11,225,2,1
187,11,225,3,2
161,50,225,19,3
184,7,225,5,4
156,38,225,8,5
173,7,225,6,6
183,61,225,9,7
103,60,225,10,8
188,18,225,14,9
176,60,225,12,10
191,18,225,13,11
140,61,225,11,12
181,57,225,7,13
131,57,225,17,14
193,56,225,18,15
192,56,225,16,16
136,50,225,4,17
174,38,225,1,18
180,59,225,0,19
194,59,225,0,20
136,50,226,4,1
174,38,226,20,2
173,7,226,2,3
157,11,226,5,4
161,50,226,16,5
103,60,226,6,6
187,11,226,1,7
107,57,226,13,8
156,38,226,8,9
188,18,226,3,10
183,61,226,7,11
140,61,226,10,12
180,59,226,11,13
176,60,226,9,14
184,7,226,19,15
181,57,226,17,16
194,59,226,12,17
192,56,226,15,18
191,18,226,18,19
193,56,226,14,20
161,50,227,1,1
174,38,227,2,2
156,38,227,6,3
184,7,227,3,4
136,50,227,11,5
180,59,227,4,6
187,11,227,7,7
173,7,227,19,8
183,61,227,8,9
176,60,227,12,10
181,57,227,16,11
107,57,227,17,12
157,11,227,20,13
194,59,227,9,14
188,18,227,13,15
103,60,227,5,16
191,18,227,15,17
140,61,227,10,18
193,56,227,14,19
192,56,227,18,20
174,38,228,1,1
